str_of_words,is_person,type
National Highways Authority of India,0,org
Batalhão de Operações Policiais Especiais,0,org
Virgin Express France,0,org
World Council of Churches,0,org
Yamagata Television System,0,org
Financial Information Authority,0,org
Sunday School,0,org
EMusic,0,org
Docomomo International,0,org
ABUS,0,org
Q288203,0,org
EUROMIL,0,org
ACOnet,0,org
compLexity,0,org
Central American and Caribbean Athletic Confederation,0,org
National Socialist People's Welfare,0,org
Adventist Development and Relief Agency,0,org
Indian Council of Medical Research,0,org
Takfir wal-Hijra,0,org
eduroam,0,org
Equmenia,0,org
Association of International Collective Management of Audiovisual Works,0,org
AKUT Search and Rescue Association,0,org
Alten,0,org
Eco-Schools,0,org
AMSAT,0,org
ASC X12,0,org
ARBOS – Company for Music and Theatre,0,org
Q296572,0,org
Oil-for-Food Programme,0,org
American Society of Agricultural and Biological Engineers,0,org
ASEAN University Network,0,org
Örebro Läns Fotbollförbund,0,org
Q298865,0,org
AUTOSAR,0,org
AV.link,0,org
Q301392,0,org
Q301425,0,org
Workers Viewpoint,0,org
International Abolitionist Federation,0,org
Q303081,0,org
Q303165,0,org
Q303236,0,org
Austrian Society for Environment and Technology,0,org
Q303355,0,org
Q303386,0,org
Sri Aurobindo Ashram,0,org
Austrian Mathematical Society,0,org
Q303924,0,org
Cursillo,0,org
Austrian Physical Society,0,org
Q304104,0,org
Hapkidowon,0,org
Austrian Student Mission,0,org
Q305984,0,org
Q306050,0,org
Q306063,0,org
Q306132,0,org
Austrian Federation of the Deaf,0,org
Q306294,0,org
Österreichischer Schriftstellerverband,0,org
Q306447,0,org
Austrian Tourist Club,0,org
Österreichischer Versuchssenderverband,0,org
Q306538,0,org
Q306648,0,org
Austrian Cultural Forum,0,org
Q306711,0,org
Q306729,0,org
optimates,0,org
Oikos International,0,org
National Informatics Centre,0,org
Gideons International,0,org
Ulbricht Group,0,org
Alpine Town of the Year,0,org
Anti-Antifa,0,org
Deutscher Amateur-Radio-Club,0,org
Christian Blind Mission,0,org
Catholic Scouts of Europe,0,org
Robert Schumann Hochschule,0,org
Union of Persecutees of the Nazi Regime,0,org
Stuttgart Observatory,0,org
Werwolf,0,org
Duncker & Humblot,0,org
SnakeSkin,0,org
Kösener Senioren-Convents-Verband,0,org
Association of German Chambers of Industry and Commerce,0,org
Malteser International,0,org
Reichsarbeitsdienst,0,org
Latvian Literary Society,0,org
Neue Bachgesellschaft,0,org
Central European Free Trade Agreement,0,org
European Union,0,org
Eight-Nation Alliance,0,org
BBPR,0,org
German Faith Movement,0,org
World Bank Group,0,org
Robbe,0,org
Nakam,0,org
Aboriginal Legal Service,0,org
Aboriginal Provisional Government,0,org
Aborigines' Protection Society,0,org
Programme for International Student Assessment,0,org
Academy of Persian Language and Literature,0,org
All-China Youth Federation,0,org
DEREVO,0,org
European Association of History Educators,0,org
Theosophical Society,0,org
United Methodist Church,0,org
Allies,0,org
Institute for the Study of Totalitarian Regimes,0,org
Military Sealift Command,0,org
Ernst Thälmann Pioneer Organisation,0,org
Grandmothers of the Plaza de Mayo,0,org
Slow Food,0,org
Academia Brasileira de Letras,0,org
Academy of Country Music,0,org
Academy of Interactive Arts & Sciences,0,org
Nivea product line,0,org
International Academy of the History of Science,0,org
Académie Nationale de Médecine,0,org
Philharmonic Academy of Bologna,0,org
Prosvita,0,org
Miss Singapore Universe,0,org
Miss Curaçao,0,org
Czech Helsinki Comitee,0,org
Czech Radio,0,org
Acid Survivors Foundation,0,org
Action Against Hunger,0,org
IHH,0,org
Adam Mickiewicz Institute,0,org
Great Baikal Trail,0,org
Ordinariate,0,org
Adam Smith Institute,0,org
Beta,0,org
Q355041,0,org
Sufi Order International,0,org
Illuminates of Thanateros,0,org
Observatorio Astronómico de Mallorca,0,org
International Commission on Large Dams,0,org
Unia,0,org
John Innes Centre,0,org
Saurer,0,org
International Association of Students in Agricultural and Related Sciences,0,org
International Red Aid,0,org
Friends of the Light,0,org
Center for American Progress,0,org
Homosexualités et Socialisme,0,org
Methodist Episcopal Church,0,org
European Sports Media,0,org
"Verband der Elektrotechnik, Elektronik und Informationstechnik",0,org
Swissaid,0,org
Sisters of the Christian Doctrine,0,org
SPL Saimaan piiri,0,org
Junior Chamber International,0,org
Global Water Partnership,0,org
Council on Tall Buildings and Urban Habitat,0,org
Truth and Reconciliation Commission,0,org
IECEE/CEE,0,org
Pro Grigioni Italiano,0,org
Ministry of Defence,0,org
International Osteoporosis Foundation,0,org
Royal Academy of Dance,0,org
Calvary Chapel,0,org
International Color Consortium,0,org
Servas Open Doors,0,org
International Telecommunication Union,0,org
African Airlines Association,0,org
Bishops' Conference of Scotland,0,org
Unitas Fratrum,0,org
Los TNT,0,org
EURid,0,org
Advanced Distributed Learning,0,org
Central Treaty Organization,0,org
Aviation Without Borders,0,org
Centre for Economic Policy Research,0,org
Adya,0,org
Pugwash Conferences on Science and World Affairs,0,org
Austrian Science Fund,0,org
Instituto Cubano del Arte y la Industria Cinematográficos,0,org
Africa Rice Center,0,org
Global Environment Facility,0,org
World Assembly of Muslim Youth,0,org
Group for a Switzerland Without an Army,0,org
Folkhälsan,0,org
High School of Glasgow,0,org
Austrian Service Abroad,0,org
Open Source Applications Foundation,0,org
BioLogos Foundation,0,org
African and Malagasy Union,0,org
ABIO,0,org
Metrovías,0,org
Miss South Carolina USA,0,org
Freikorps Lichtschlag,0,org
Aga Khan Foundation,0,org
Miss Universe Latvia,0,org
Russian Association of Indigenous Peoples of the North,0,org
Agape community,0,org
Euroscience,0,org
Pasteur Institute,0,org
Climate Action Network,0,org
National Historic and Artistic Heritage Institute,0,org
Climate Change Performance Index,0,org
Apex Aircraft,0,org
Confrérie des Chevaliers du Tastevin,0,org
Swiss Bishops Conference,0,org
Association of MBAs,0,org
Réseau de transport métropolitain,0,org
Agence nationale de la sécurité des systèmes d'information,0,org
Panamerican Football Confederation,0,org
International Renewable Energy Agency,0,org
OPEC Fund for International Development,0,org
Austrian Agency for Health and Food Safety,0,org
AQAS,0,org
Żegota,0,org
Q393101,0,org
Agon Shu,0,org
Q396134,0,org
Campaign Against Homophobia,0,org
International Commission on Stratigraphy,0,org
World Mission Society Church of God,0,org
Miss Dominican Republic,0,org
Q403906,0,org
Aide médicale internationale,0,org
Accreditation Organisation of the Netherlands and Flanders,0,org
Air Accidents Investigation Branch,0,org
Air National Guard,0,org
Airbus Transport International,0,org
Students in Free Enterprise,0,org
Airports Council International,0,org
Academy of the Arabic Language in Cairo,0,org
Acadians,0,org
Akki,0,org
ACQUIN,0,org
Hungarian Handball Federation,0,org
International Water Association,0,org
Goddard Institute for Space Studies,0,org
Q422338,0,org
Aktion Leben,0,org
Q422405,0,org
Aktion Mensch,0,org
Q422510,0,org
German Coalition for Patient Safety,0,org
Aktionsgruppe Banat,0,org
Q422685,0,org
Casuals United,0,org
Workers' Youth League,0,org
Mesta,0,org
NATO Communications and Information Systems Agency,0,org
Ludwig Institute for Cancer Research,0,org
Colnodo,0,org
Academy of Television Arts & Sciences,0,org
International Rostrum of Composers,0,org
Order of the Hop,0,org
Gleducar,0,org
G33,0,org
Eurostep,0,org
Schweizerische Depeschenagentur,0,org
International Pharmaceutical Students' Federation,0,org
Society of Experimental Test Pilots,0,org
AEGEE-Budapest,0,org
Association des États Généraux des Étudiants de l'Europe,0,org
Israeli Committee Against House Demolitions,0,org
International Arctic Science Committee,0,org
Tammany Hall,0,org
Australian and New Zealand Army Corps,0,org
Q437361,0,org
UNITED for Intercultural Action,0,org
Mercury Theatre,0,org
DigitalEurope,0,org
For Inspiration and Recognition of Science and Technology,0,org
Association for Better Living and Education,0,org
American Lung Association,0,org
World Human Powered Vehicle Association,0,org
Alyson Books,0,org
BDM Werk Glaube und Schönheit,0,org
Soviet Military Administration in Germany,0,org
Rud. Ibach Sohn,0,org
Tugendbund,0,org
Amateur Radio Emergency Service,0,org
Livonian Knighthood,0,org
Claims Conference,0,org
Q458548,0,org
International League for Human Rights,0,org
Comité Européen des Assurances,0,org
News World Communications,0,org
Mind and Life Institute,0,org
Q462259,0,org
America First Committee,0,org
American Anglican Council,0,org
American Anti-Slavery Society,0,org
AARP,0,org
American Association of State Highway and Transportation Officials,0,org
Triratna Buddhist Community,0,org
American Atheists,0,org
American Bible Society,0,org
American Birth Control League,0,org
American Center for Law & Justice,0,org
American College of Physicians,0,org
American College of Radiology,0,org
American College of Surgeons,0,org
American Committee on United Europe,0,org
American Concrete Institute,0,org
American Council of Trustees and Alumni,0,org
American Counseling Association,0,org
American Dialect Society,0,org
Academy of Nutrition and Dietetics,0,org
American Economic Association,0,org
American Fuchsia Society,0,org
American Friends Service Committee,0,org
American Group Psychotherapy Association,0,org
American Guild of Organists,0,org
American Heart Association,0,org
American Humanist Association,0,org
American Indian Movement,0,org
American Institute of Certified Public Accountants,0,org
American Law Institute,0,org
American Life League,0,org
American Nuclear Society,0,org
American Oil Chemists' Society,0,org
Front Deutscher Äpfel,0,org
American Philatelic Society,0,org
American Petroleum Institute,0,org
Youth Aliyah,0,org
American Philosophical Society,0,org
American Psychiatric Association,0,org
American Quarter Horse Association,0,org
American Radio Relay League,0,org
American Society for Engineering Education,0,org
Association for Information Science and Technology,0,org
American Society for Training & Development,0,org
American Society of Anesthesiologists,0,org
American Society of Hematology,0,org
American Sociological Association,0,org
American Women's Voluntary Services,0,org
Americans for Tax Reform,0,org
Bektashi Order,0,org
Chippendales,0,org
Q468086,0,org
German American Bund,0,org
American Legion,0,org
Basic ecclesial community,0,org
Miss Cyprus,0,org
World Social Forum,0,org
ESRO,0,org
Hadassah Women's Zionist Organization of America,0,org
Kino,0,org
CCCF,0,org
National Bureau of Economic Research,0,org
Angkatan Belia Islam Malaysia,0,org
Schweizer Spende,0,org
Group of 77,0,org
EADS Astrium Space Transportation,0,org
World Fellowship of Buddhists,0,org
Dombes Group,0,org
Distribution Select,0,org
An Óige,0,org
Korea International Broadcasting Foundation,0,org
Committee for Accuracy in Middle East Reporting in America,0,org
Kolkhoz,0,org
Large Cities Climate Leadership Group,0,org
Ananda Marga,0,org
United Tasmania Group,0,org
Anarchists Against the Wall,0,org
Houston County,0,org
Front de libération du Jura,0,org
Computer Professionals for Social Responsibility,0,org
APEC Japan 2010,0,org
United Nations Mission in Ethiopia and Eritrea,0,org
United Nations Confidence Restoration Operation,0,org
United Nations Mission in Sudan,0,org
United Nations Operation in Mozambique,0,org
World Miss University,0,org
Rail Delivery Group,0,org
Q491824,0,org
Bluetooth Special Interest Group,0,org
Korea Baseball Association,0,org
Gorsedh Kernow,0,org
Sons of the Most Holy Redeemer,0,org
Anti-Slavery International,0,org
Free the Children,0,org
Korea Institute for International Economic Policy,0,org
International e-Sports Federation,0,org
Quackwatch,0,org
Heimssýn,0,org
International AIDS Society,0,org
Korea Foundation,0,org
Miss Romania,0,org
South Centre,0,org
Eurasian Development Bank,0,org
ScientificCommons,0,org
Welsh Language Society,0,org
Instituto Ayrton Senna,0,org
Bureau International de l'Edition Mecanique,0,org
Nederlandsche SS,0,org
Jemaah Islamiyah,0,org
Hungarian Communion of Friends,0,org
PostEurop,0,org
North Slope Borough,0,org
Kenai Peninsula Borough,0,org
Marché du Film,0,org
World Information Service on Energy,0,org
Eurobandið,0,org
CESNUR,0,org
Prussian Academy of Arts,0,org
Welsh Office,0,org
Gush Shalom,0,org
I Corps,0,org
International Confederation of Art Cinemas,0,org
Pantheon Books,0,org
Organisation for Joint Armament Cooperation,0,org
WikiBilim,0,org
Sodality of Our Lady,0,org
Minor Planet Center,0,org
National Association of Free Clinics,0,org
Congress for Cultural Freedom,0,org
National Council of Government,0,org
Q525012,0,org
Finnish cultural and academic institutes,0,org
Engl,0,org
Virtual Air Traffic Simulation Network,0,org
Carbon Disclosure Project,0,org
Groupe du Louvre,0,org
International Earth Rotation and Reference Systems Service,0,org
Q531779,0,org
Q532860,0,org
Q536233,0,org
Maille,0,org
British Rail Research Division,0,org
Asunto,0,org
Union Académique Internationale,0,org
"Anglican Church in Aotearoa, New Zealand and Polynesia",0,org
OW2 Consortium,0,org
World Jewish Congress,0,org
World Society for the Protection of Animals,0,org
Fields Institute,0,org
Seed Savers Exchange,0,org
Miss British Virgin Islands,0,org
AnimaNaturalis,0,org
Animal Liberation Front,0,org
Foghat,0,org
International Actuarial Association,0,org
International Campaign to Abolish Nuclear Weapons,0,org
Airlines Tonga,0,org
Scripture Union,0,org
Union of International Associations,0,org
Central Asia Institute,0,org
Bonsound,0,org
International Agency for Research on Cancer,0,org
Q552890,0,org
New Tribes Mission,0,org
Marubeni,0,org
SkeptiCamp,0,org
World Rock'n'Roll Confederation,0,org
Oyneg Shabbos,0,org
Hayim Association,0,org
Overseas Development Institute,0,org
Friedrichstadt-Palast,0,org
Annual Reviews,0,org
Ansarullah,0,org
Louis Bonduelle Foundation,0,org
National Trust of Australia,0,org
Citizens for Responsibility and Ethics in Washington,0,org
Q570212,0,org
Answers in Genesis,0,org
Q570818,0,org
Antarctic and Southern Ocean Coalition,0,org
ANSMET,0,org
La Fondation pour la Mémoire de la Déportation,0,org
Shoah Foundation,0,org
Miss Earth Hungary,0,org
Iranian Space Agency,0,org
SuperWASP,0,org
Anthropological Society of London,0,org
Anti-Corn Law League,0,org
International Pharmaceutical Federation,0,org
Griffith Observatory,0,org
D-8 Organization for Economic Cooperation,0,org
Cru,0,org
The Phillips Collection,0,org
X-COM,0,org
International Centre for Democratic Transition,0,org
Norwegian Young Conservatives,0,org
European Forest Institute,0,org
Food Not Bombs,0,org
Q581966,0,org
Oblates of St. Francis de Sales,0,org
Société Nationale de Sauvetage en Mer,0,org
Accademia Fiorentina,0,org
Swedish Chess Computer Association,0,org
Merriam-Webster,0,org
Satellite Sentinel Project,0,org
Camp Quest,0,org
Joint United Nations Programme on HIV/AIDS,0,org
Writers' Union of Romania,0,org
Australia First Party,0,org
International Centre for the Study of the Preservation and Restoration of Cultural Property,0,org
Société française de photographie,0,org
World Conservation Monitoring Centre,0,org
Europa Nostra,0,org
Botswana Red Cross Society,0,org
United Nations Transitional Authority in Cambodia,0,org
Association of Commonwealth Universities,0,org
Furman Center for Real Estate and Urban Policy,0,org
Jamba!,0,org
Alliance Internationale de Tourisme,0,org
World Confederation of Labour,0,org
Caro and Cuervo Institute,0,org
North American Football Confederation,0,org
Swiss National Bank,0,org
CompTIA,0,org
Televisión Nacional de Chile,0,org
Miss Suriname,0,org
Mrs. World,0,org
International Council of Shopping Centers,0,org
Institute of Antoniano,0,org
Byzantine Senate,0,org
Czech Centres,0,org
International Political Science Association,0,org
International Valuation Standards Council,0,org
RedLibre,0,org
Inter-American Foundation,0,org
Miss Mongolia,0,org
Miss Teen USA,0,org
Amazon Cooperation Treaty Organization,0,org
Paneuropean Union,0,org
World Register of Marine Species,0,org
IAJGS,0,org
Southern Christian Leadership Conference,0,org
Radio Society of Great Britain,0,org
1st Division,0,org
Miss Universe Ghana,0,org
Asociación Guías Scout del Uruguay,0,org
FIAPF,0,org
Warsaw Society of Friends of Learning,0,org
Association of Spanish Language Academies,0,org
GANEFO,0,org
Canadian Blood Services,0,org
Joint Chiefs of Staff,0,org
International Relations and Security Network,0,org
The Mockers,0,org
National Association of Black Journalists,0,org
Q611988,0,org
Mister International,0,org
Helduen Alfabetatze eta Berreuskalduntzerako Erakundea,0,org
Etudes Sans Frontières International,0,org
users' group,0,org
Latin Monetary Union,0,org
Czech Miss,0,org
Miss Universe Hungary,0,org
Institute of Peace and Conflict Studies,0,org
102nd SS Heavy Panzer Battalion,0,org
Agora,0,org
Supreme Junta,0,org
CARO,0,org
"Party for Neighbourly Love, Freedom, and Diversity",0,org
GÜFA,0,org
Association of American Railroads,0,org
International Commission for Uniform Methods of Sugar Analysis,0,org
National Advisory Committee for Aeronautics,0,org
Apimondia,0,org
Profintern,0,org
League of Militant Atheists,0,org
Numen,0,org
Civil Aviation Authority of Bangladesh,0,org
Bureau of Energy Efficiency,0,org
Barnabites,0,org
The Brobecks,0,org
Pharmaciens Sans Frontières,0,org
Anarâškielâ servi,0,org
Applied Scholastics,0,org
April Group,0,org
Federal Electoral Institute,0,org
Soyuzivka,0,org
National Woman's Party,0,org
United Nations Population Fund,0,org
Rocky Mountain Fur Company,0,org
Arab Air Carriers Organization,0,org
Arab Ice Hockey Federation,0,org
Catholic Priests Association for Justice,0,org
Seikosha,0,org
Q625155,0,org
Korea Volleyball Federation,0,org
Workers' Samaritan Foundation Germany,0,org
United Nations Office in East Timor,0,org
The Alps-Adriatic Working Group,0,org
Q627526,0,org
Arbeitsgemeinschaft für Osteosynthesefragen,0,org
Schweizerische Wagons- und Aufzügefabrik AG Schlieren-Zürich,0,org
Göttinger Digitalisierungszentrum,0,org
Scientology Task Force of the Hamburg Interior Authority,0,org
Q628284,0,org
Q628328,0,org
Cali & El Dandee,0,org
Míster España,0,org
Q631583,0,org
RuleML,0,org
Raelism,0,org
International Association of Wagner Societies,0,org
European Grid Infrastructure,0,org
Filiki Eteria,0,org
University of California Men's Octet,0,org
Redwatch,0,org
Polish Humanitarian Organisation,0,org
United Nations Office on Drugs and Crime,0,org
New York Botanical Garden,0,org
Archäologische Gesellschaft in Berlin und Brandenburg,0,org
Q636687,0,org
École des technologies numériques appliquées,0,org
Tax Justice Network,0,org
Free Voters,0,org
Roman Catholic Archdiocese of New Orleans,0,org
Haut Débit Radio Régional,0,org
Human Genome Organisation,0,org
Local Internet registry,0,org
UN Women,0,org
Communist League,0,org
European Olympic Committees,0,org
Civil Air Navigation Services Organisation,0,org
World YWCA,0,org
United Nations Mission in Sierra Leone,0,org
Royal Philatelic Society of Canada,0,org
European Commission against Racism and Intolerance,0,org
Hellas-Sat,0,org
Thesaurus Linguae Latinae,0,org
Natus Vincere,0,org
Royal Canadian Institute,0,org
Q648587,0,org
Adriatic Charter,0,org
International Libertarian Solidarity,0,org
Christoph Merian Stiftung,0,org
National Socialist German Students' League,0,org
Deutsches Jungvolk,0,org
Documentation Centre of Austrian Resistance,0,org
NACMA,0,org
European Cricket Council,0,org
United States House Select Committee on Assassinations,0,org
International Council of Museums,0,org
Partnership for Peace,0,org
National Model Railroad Association,0,org
Science Commons,0,org
École nationale supérieure de chimie de Lille,0,org
Erasmus Student Network,0,org
Alliance Française,0,org
British Humanist Association,0,org
International Federation of Organic Agriculture Movements,0,org
Japan Institute of Design Promotion,0,org
International Romani Union,0,org
United Nations Economic Commission for Europe,0,org
Technischer Überwachungsverein,0,org
Mevlevi,0,org
Basel Committee on Banking Supervision,0,org
Association of Tibetan Journalists,0,org
Council of State of Vaud,0,org
Q662847,0,org
Astronomische Vereinigung Kärntens,0,org
International Society for Alpine History,0,org
Aircraft Accident Investigation Bureau,0,org
Defence for Children International,0,org
Building and Wood Workers' International,0,org
Miss Thailand,0,org
United Nations Integrated Office in Burundi,0,org
Q666492,0,org
TangoVia Buenos Aires,0,org
"Swedish Federation for Lesbian, Gay, Bisexual and Transgender Rights",0,org
Kinderdorf Pestalozzi,0,org
Geneva International Music Competition,0,org
Drosos Foundation,0,org
Wiener Linien,0,org
IEEE Computer Society,0,org
United Nations Mission in South Sudan,0,org
"American Federation of State, County and Municipal Employees",0,org
Bollandists,0,org
Unitaid,0,org
Q672133,0,org
Rega,0,org
EUROSAI,0,org
Ö1 International,0,org
M.T. Abraham Center for the Visual Arts,0,org
New England Skeptical Society,0,org
Kandersteg International Scout Centre,0,org
Tennis Europe,0,org
World Forum for Harmonization of Vehicle Regulations,0,org
CONCORD,0,org
Société Nationale des Beaux-Arts,0,org
Camden Town Group,0,org
International Commission on Missing Persons,0,org
Schweizerischer Studentenverein,0,org
Canons Regular of Saint John Cantius,0,org
Pueblo Criminal,0,org
Schweizerischer Verband des Personals öffentlicher Dienste,0,org
United Nations Mission in Nepal,0,org
Cittaslow,0,org
Islamic Sharia Council,0,org
International Commission on Civil Status,0,org
World Business Council for Sustainable Development,0,org
The Law Society of Upper Canada,0,org
Armanen-Orden,0,org
Ginetex,0,org
Brot für alle,0,org
Q679807,0,org
Schweizerischer Vaterländischer Verband,0,org
National Pasta Association,0,org
Swisspeace,0,org
Transport for London,0,org
Warburg Institute,0,org
SWITCH Information Technology Services,0,org
Christian Solidarity International,0,org
Grütliverein,0,org
International Federation of Gynaecology and Obstetrics,0,org
Taipei Ricci Institute,0,org
Geneva International Centre for Humanitarian Demining,0,org
International Commission of Jurists,0,org
Panathlon International,0,org
Roundtable on Sustainable Palm Oil,0,org
Helvetic Society,0,org
Schweizerischer Baumeisterverband,0,org
European Rail Traffic Management System,0,org
Thomson-CSF,0,org
Medicus Mundi International,0,org
Lia Rumantscha,0,org
Trinationaler Eurodistrict Basel,0,org
"Gavi, the Vaccine Alliance",0,org
Green Cross International,0,org
Fédération Internationale de Philatélie,0,org
Moral Re-Armament,0,org
Q689654,0,org
Women's International League for Peace and Freedom,0,org
Army of God,0,org
International Social Security Association,0,org
National Association of Social Workers,0,org
Tehreek-e-Nafaz-e-Shariat-e-Mohammadi,0,org
Assystem,0,org
Bundesverband Musikindustrie,0,org
Comundo,0,org
Conventual Franciscans,0,org
Federation of Swiss Protestant Churches,0,org
Madí,0,org
World Kickboxing Association,0,org
German National Association,0,org
Schweizerischer Gewerbeverband,0,org
European Environmental Bureau,0,org
United Nations Peacekeeping Force in Cyprus,0,org
United Nations Mission for the Referendum in Western Sahara,0,org
Cultural Association of the GDR,0,org
Treuhand,0,org
Catholic League,0,org
Divine Word Missionaries,0,org
Ministry of Education,0,org
Ministry of Finance,0,org
International Internet Preservation Consortium,0,org
Technisches Hilfswerk,0,org
European Launcher Development Organisation,0,org
Deutsche Reichsbahn,0,org
Lighthouse Wien,0,org
Peek Freans,0,org
St. John Ambulance,0,org
CARE,0,org
Electrical Engineering Students' European Association,0,org
National Committee for a Free Germany,0,org
South East Europe Media Organisation,0,org
Council of Indigenous Peoples,0,org
Kärntner Heimatdienst,0,org
ChessBase,0,org
National Republican Greek League,0,org
European College of Sport Science,0,org
Pan-Purple Coalition,0,org
Artforum Culture Foundation,0,org
"Council for Hakka Affairs, Taiwan",0,org
Shōgitai,0,org
Q710464,0,org
Ministry of the Interior,0,org
Maryknoll,0,org
Predynastic Period of Egypt,0,org
Arya Samaj,0,org
Aryan Brotherhood,0,org
Jackie Chan Stunt Team,0,org
Biotic Baking Brigade,0,org
Mas Flow Inc.,0,org
The Highlanders,0,org
Warren Commission,0,org
International Okinawan Gōjū-ryū Karate-dō Federation,0,org
Voina,0,org
Terrence Higgins Trust,0,org
World Boxing Council,0,org
Committee of Public Safety,0,org
World Boxing Association,0,org
Russian Geographical Society,0,org
Asia-Pacific Broadcasting Union,0,org
Asian Carom Billiard Confederation,0,org
Asian Handball Federation,0,org
International Federation for Human Rights,0,org
London Borough of Southwark,0,org
Robin Hood tax,0,org
Miss Bulgaria,0,org
Q733746,0,org
Associación Madres del Dolor,0,org
Blythe Solar Power Project,0,org
United States Association of Blind Athletes,0,org
Committee on Data for Science and Technology,0,org
United Negro College Fund,0,org
London Club,0,org
Q736685,0,org
First Capital Connect,0,org
Chabad Lubavitch,0,org
Q739188,0,org
International Confederation of Societies of Authors and Composers,0,org
Japan Karate Federation,0,org
United Nations Stabilisation Mission in Haiti,0,org
UNICEF,0,org
Marietta and Friedrich Torberg Medal,0,org
Assembly of Captive European Nations,0,org
Al-Haramain Foundation,0,org
Anovo,0,org
The Woodland Trust,0,org
International Boxing Federation,0,org
IPC,0,org
International Association of Byzantine Studies,0,org
Vereniging tegen de Kwakzalverij,0,org
Association Najdeh,0,org
ATypI,0,org
Royal Institution of Chartered Surveyors,0,org
Nansen International Office for Refugees,0,org
Association for Education in Journalism and Mass Communication,0,org
Association for Progressive Communications,0,org
Association for Psychological Science,0,org
Association for the Advancement of Creative Musicians,0,org
Peace Brigades International,0,org
World Association of Community Radio Broadcasters,0,org
Association of American Universities,0,org
Association of Commercial Television in Europe,0,org
Association of European Airlines,0,org
Association of Jesuit Colleges and Universities,0,org
APNEL,0,org
Association for the Prevention of Torture,0,org
